id,description,host_listings_count,neighbourhood_cleansed,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,guests_included,minimum_nights,instant_bookable,cancellation_policy,has_house_rules,host_gender,accommodates_catg,guests_included_catg,minimum_nights_catg,host_listings_count_catg,bathrooms_catg,bedrooms_catg,beds_catg,security_deposit,extra_people,yield
348215.jpg,"       This fine property in the heart of Camden Town / Chalk Farm combines the traditional Georgian townhouse with sleek and modern design, great for open plan living. This cool house is a calm antidote to the hustle and bustle of London life. I have a lovely room in my house which is situated just by Camden Lock's famous Stables Market.  The House; The room is on the top floor, a big double room with lots of storage space. I have a small Jack Russell dog called Buster who is very cute  and friendly. The Area; The house is just steps from the famous Camden Lock Market, where you can visit the unique shops, and grab a vintage bargain, or hang out at Proud, the bar that has seen performances from Amy Winehouse and Coldplay. On the high street you will also find zillions of restaurants and clubs, bars and coffee shops. In Camden there is also a massive Sainsbury's, so you can stock up on supplies if you decide to cook at meal at home rather than eating out. It is also just a short walk t",6.0,Camden,51.54267,-0.14519,t,house,private_room,4,1.5,1.0,1.0,2,1,f,moderate,1,male,3,2,1,3,2,1,1,150.0,25.0,90.78
348217.jpg,"This fine property in the heart of Camden Town  / Chalk Farm combines the traditional Georgian townhouse with sleek and modern design, great for open plan living. This cool house is a calm antidote to the hustle and bustle of London life. I have a amazing house which is situated just by Camden Lock's famous Stables Market.  The House; There are three bedrooms in the house, two big doubles and one smaler room with a small double. I also have an inflatable single bed and an inflatable double bed, so you can comfortably sleep 9 or 10 in the house. You could also set up a duvet on the sofa downstairs. The Area; The house is just steps from the famous Camden Lock Market, where you can visit the unique shops, and grab a vintage bargain, or hang out at Proud, the bar that has seen performances from Amy Winehouse and Coldplay. On the high street you will also find zillions of restaurants and clubs, bars and coffee shops. In Camden there is also a massive Sainsbury's, so you can stock up on sup",6.0,Camden,51.544,-0.14509,t,house,entire_home/apt,9,1.0,3.0,3.0,6,2,f,strict_14_with_grace_period,1,male,3,3,2,3,1,3,3,300.0,25.0,331.5
348549.jpg,"Soak up the evening sun on the balcony or linger with skyline sunsets on the roof terrace. Inside this light, modern home with smart technology and heated floors, restful blues and greys are paired with retro accents, lush greenery, and funky prints.",1.0,Tower Hamlets,51.52756,-0.06337,t,other,entire_home/apt,2,1.0,1.0,1.0,1,2,f,moderate,1,male,2,1,2,1,1,1,1,125.0,0.0,115.29
349273.jpg,"Short walking distance to the Olympic Park, Stratford station, Westfield shopping centre, this is for a room with a double bed in a comfortable and convenient apartment. You will also have access to the living area - large TV, wireless internet (I have ethernet cables if required), lovely hifi amp+sound, PS3, kitchen facilities (washer/dryer, halogen stove, oven, kettle, toaster, fridge/freezer), and for your own use, the bathroom. There are also fantastic views of the olympic park from the terraced areas, accessed separately from within the complex. Note that this is my home, so I will be living here too with my other half (I have my own en-suite). I am also a coffee addict so if you enjoy freshly grounded french press or moka pot coffee (or just some tea), this is your place. I'll be happy to recommend cafes (and things to do) around London too as I enjoy the exploration for the good stuff. Transport:  Stratford is a major interchange connecting the Jubilee, Central, Overground, two ",1.0,Waltham Forest,51.61154000000001,-0.01863,t,apartment,private_room,2,1.0,1.0,1.0,2,2,f,flexible,0,unknown,2,2,2,1,1,1,1,100.0,10.0,0.75
349339.jpg,"A very comfortable double room in our home. We have a beautiful double room in a Victorian house packed with charm and original features. We live in Friern Barnet, a quiet suburb of North London which benefits from excellent transport links into central London via the underground (Arnos Grove) or the overground rail network (New Southgate). There is also a direct rail link to St Pancras International for trains to/from Europe. Your room has a comfortable double king-sized bed and the use of a shared bathroom. Towels and bed linen are provided. This is perfect for either single travellers or a couple, and if you are travelling with a small child, we can squeeze them on the floor for minimal extra cost (please ask when making your enquiry). If you are 3 or 4 people travelling, we also have a twin room available, please see my other listings on the bottom right hand of this page. The house benefits from free on-street parking, wifi and a lovely garden to relax in. We provide a continental",3.0,Barnet,51.61654,-0.14936,t,other,private_room,2,1.5,1.0,1.0,1,2,f,strict_14_with_grace_period,1,female,2,1,2,3,2,1,1,0.0,33.0,2.5
349930.jpg,"The room is part of a two bedroom flat on the 14th floor of a block of flats with a great view of london, {Booking of the room is for One person only.}  via my balcony you can see st.Pauls and the london eye amongst other london sights. Usually rented out to visiting artists from local theatre/ all mod cons washing machine, microwave etc…Bath and shower.....Smoking is not allowed in house but I have a balcony if you wish to do so.   Finally You have full use of the kitchen cooker/oven etc and there’s no need to buy tea or coffee for those staying for short stays. Anything else you need to know please get in touch. There is a  2nd room with high sleeper bed, which is sometimes available for overlaps of visiting guests.  The apartment is in one of the most vibrant and electric areas in London and benefits from great amenities and transportation links. Shoreditch and Brick Lane are just a short walk from the apartment. Here you can you can visit the best curry houses in London, browse the",1.0,Islington,51.52832,-0.10085,t,apartment,private_room,1,1.0,1.0,1.0,1,2,f,strict_14_with_grace_period,1,male,1,1,2,1,1,1,1,150.0,25.0,30.4
350011.jpg,"Beautiful and stylish apartment, lots of natural light and character. A peaceful, quiet haven with a large tranquil garden. The ideal place for families, friends and solo travelers.  Very child friendly. We have lots of toys for little ones as well as a cot and plastic plates/cutlery etc. A stunning, central apartment is available in a vibrant, busy local London neighborhood. The apartment sleeps 6 (One double bedroom and a double sofa bed) plus a childrens bedroom with bunk beds, toys, books etc. It is the perfect space for families, couples, friends and sole travelers.  An oasis in a bustling city! The apartment is neutrally decorated and the bedroom has a comfortable double bed, a wardrobe and overlook the beautifulcommunal gardens.  There is a modern bathroom in the apartment, with a bath and shower. The flat has wooden floors,  a range of DVDs and lots of toys for babies. There is also a large communal garden to read or relax in. The flat is quiet, secure and in an excellent, zone",2.0,Islington,51.55975,-0.12085,t,apartment,entire_home/apt,6,1.0,2.0,3.0,2,3,f,strict_14_with_grace_period,1,unknown,3,2,3,2,1,2,3,500.0,9.0,35.0
350442.jpg,"Our home is a very spacious, beautifully decorated and well maintained Victorian London terrace. There are three large bedrooms, two gorgeous reception rooms, a light and airy bathroom and a lovely garden with an additional roof terrace. We think you'll have everything you'll need to have a wonderful stay in London – while our house is on a very quiet street, which makes for a really relaxing and tranquil space, you can be in central London in 15 minutes. The space is made up of a double living room with a log burner, large sofa, smart TV and a bar; a fully fitted kitchen with dining table, Rangemaster cooker, dishwasher and washing machine; a large garden with hammock (you can switch this for a swing if you're bringing children to stay); three large bedrooms for you to use, plus a small room with a sofa bed if you need it (for an additional charge of £30/night – this will be on top of what AirBnb charges you for the booking); and a bathroom with shower and large, original bath. There'",1.0,Haringey,51.56956,-0.10778,t,other,entire_home/apt,6,1.5,3.0,4.0,6,2,t,moderate,1,female,3,3,2,1,2,3,3,500.0,25.0,31.93
350588.jpg,"Very Central Heart of London Zone 1 by the canal. Modern, safe, clean, tidy & friendly ‘house’ in a private gated mews. Our Music Room is large with a small private shower/toilet wet room.  The Music Room has french doors leading to a private garden. The  double bed has memory foam mattress. large TV, Virgin hi speed WI Fi. Filtered drinking water, tea, coffee & fridge We have other rooms in same house. Pls check our profile. Pls note there's a late check in fee after 10pm (info in House Rules). Late check ins are sometimes possible, please ask us. St Pancras Kings Cross very Large Double Room -Boutique Music Studio  with Private Bathroom & Private Garden. Towels, bedding, shower gel, shampoo & hair dryer included. It is a music room and has a guitar for guests to play. To quote one of our guests, "" The place is centrally located just at the edge of Westminster area. So if you are here for a holiday this is the place to be. Also Kings Cross st Pancras is the station to connect you to a",8.0,Islington,51.53638,-0.11896,f,other,private_room,2,1.0,1.0,1.0,1,2,t,strict_14_with_grace_period,1,female,2,1,2,3,1,1,1,400.0,15.0,330.24
351071.jpg,"Stunning Architect Designed Apartment in the heart of Kensington Architect designed apartment recently completely refurbished to a very high specification.  Located on Eldon Road, this the very smartest location in London as well as a bright first floor apartment in the heart of Kensington. This great apartment is located in a traditional Kensington town house.  This apartment boasts wooden floors in bedroom and drawing room as well as a state of the art washing machine and seperate dryer in the bathroom. A full dish washer, fridge and microwave and oven in the kitchen.  The flat is equipped with a new 32 inch colour TV that has National terrestrial TV, FreeView Cable channels. Prime Location Very close to Gloucestor Road Underground Station  on the Piccadilly line (really super for DIRECT transfers from Heathrow) as well as the Circle and District Lines and Kensington High Street (Circle and Disrict underground lines).  Super Security The apartment also has complete street security at",3.0,Kensington and Chelsea,51.50176,-0.19052,t,apartment,entire_home/apt,4,1.0,1.0,1.0,2,1,t,moderate,1,male,3,2,1,3,1,1,1,0.0,10.0,485.9
